ClusterID	AlignBLK	Alignment_length	genome_pos_mel	genome_pos_yak	genome_pos_pse	genome_pos_vir	length_mel	length_yak	length_pse	length_vir	mappability_mel	mappability_yak	mappability_pse	mappability_vir	ChIP_mel	ChIP_yak	ChIP_pse	ChIP_vir	norm_ChIP_mel	norm_ChIP_yak	norm_ChIP_pse	norm_ChIP_vir	pred_ChIP_mel	pred_ChIP_yak	pred_ChIP_pse	pred_ChIP_vir
5167	1116	1131	chr3L:18132140-18132832	chr3L:15915730-15916431	chrXR_group6:10974197-10974853	scaffold_13049:21308826-21309585	693	702	657	760	100	100	100	100	93.96	136.61	29.58	14.89	0.917	0.83	0.023	-1.253	0.7479	1.4155	0.5337	0.8806
5169	1116	206	chr3L:18142233-18142382	chr3L:15905727-15905876	chrXR_group6:10985475-10985672	scaffold_13049:21319430-21319620	150	150	198	191	100	100	100	100	30.57	28.02	16.45	67.02	-0.206	-0.754	-0.564	0.251	0.0869	0.1376	0.0898	0.389
5173	1117	353	chr3L:18205638-18205893	chr3L:15840106-15840390	chrXR_group6:11067210-11067500	scaffold_13049:21392640-21392880	256	285	291	241	100	100	100	100	27.35	35.03	19.59	84.39	-0.318	-0.531	-0.389	0.481	0.3475	0.344	0.4928	0.1268
5175	1117	326	chr3L:18240341-18240503	chr3L:15803393-15803553	chrXR_group6:11101426-11101693	scaffold_13049:21428250-21428460	163	161	268	211	100	100	100	100	15.62	28.02	19.74	69.5	-0.877	-0.754	-0.382	0.287	1.0672	1.0672	1.0674	1.1033
5181	1117	192	chr3L:18317484-18317656	chr3L:15725448-15725621	chrXR_group6:11199784-11199910	scaffold_13049:21507620-21507780	173	174	127	161	100	100	100	100	19.78	28.02	13.51	79.43	-0.642	-0.754	-0.76	0.421	0.169	0.03	0.009	0.0032
5186	1117	924	chr3L:18341949-18342470	chr3L:15700186-15700700	chrXR_group6:11230707-11231472	scaffold_13049:21532949-21533256	522	515	766	308	100	100	100	100	56.34	94.57	22.09	27.3	0.405	0.462	-0.269	-0.647	0.3312	0.333	0.3149	0.0044
5189	1118	531	chr3L:18353060-18353410	chr3L:15689191-15689541	chrXR_group6:11244207-11244571	scaffold_13049:21545507-21545988	351	351	365	482	100	100	100	100	53.99	94.57	21.74	29.78	0.363	0.462	-0.285	-0.56	1.2097	1.2018	1.1982	1.6551
5199	1118	635	chr3L:18497273-18497540	chr3L:15545080-15545339	chrXR_group6:11401498-11401926	scaffold_13049:21695690-21696000	268	260	429	311	100	100	100	100	30.82	35.03	22.19	67.02	-0.198	-0.531	-0.264	0.251	0.0107	0.0019	0.0058	0.0037
5201	1118	910	chr3L:18536960-18537510	chr3L:15521960-15522530	chrXR_group6:11424707-11425345	scaffold_13049:21724842-21725461	551	571	639	620	100	100	100	100	34.34	98.08	29.25	34.75	-0.09	0.499	0.012	-0.406	0.1675	0.5499	0.272	0.6627
5206	1118	1127	chr3L:18581272-18582040	chr3L:15477105-15477940	chrXR_group6:11469570-11470139	scaffold_13049:21765509-21766002	769	836	570	494	87.013	89.286	100	100	62.12	77.06	87.43	44.68	0.503	0.257	1.107	-0.155	0.5738	1.5354	1.1504	1.7836
5296	1148	251	chr3L:19790023-19790273	chr3L:20772215-20772465	chrXR_group6:5912804-5913054	scaffold_13049:22942010-22942260	251	251	251	251	100	100	100	100	61.42	35.03	22.93	71.98	0.491	-0.531	-0.232	0.322	0.0106	0.0164	0.006	0.0012
5304	1151	181	chr3L:19868558-19868738	chr3L:20708370-20708550	chrXR_group6:11824009-11824189	scaffold_13049:22877760-22877940	181	181	181	181	100	100	100	100	25.72	49.04	22.52	69.5	-0.379	-0.195	-0.25	0.287	0.3579	0.2652	0.3742	0.2081
5309	1153	358	chr3L:19921147-19921479	chr3L:20656015-20656347	chrUnknown_singleton_170:1064-1404	scaffold_13049:22817890-22818210	333	333	341	321	100	100	100	100	43.14	28.02	24.19	71.98	0.138	-0.754	-0.178	0.322	0.1747	0.1932	0.1089	0.8262
5360	1189	235	chr3L:20371494-20371690	chr3L:20197115-20197314	chrXR_group6:13110162-13110385	scaffold_13049:13599600-13599790	197	200	224	191	100	100	100	100	16	21.02	16.85	74.46	-0.854	-1.042	-0.54	0.356	0.0788	0.0164	0.0263	0.8864
5375	1192	691	chr3L:20510356-20510810	chr3L:20046051-20046518	chrXR_group8:7913910-7914314	scaffold_13049:18841224-18841651	455	468	405	428	100	100	100	100	47.86	101.58	71.97	34.75	0.242	0.534	0.912	-0.406	0.0307	0.023	1.0355	0.4404
5424	1201	548	chr3L:20839156-20839536	chr3L:19700370-19700750	chrXR_group6:1303483-1303876	scaffold_13049:1766410-1766940	381	381	394	531	100	100	100	100	22.95	84.07	20.47	32.27	-0.493	0.344	-0.345	-0.48	0.037	0.2995	0.0177	0.674
5439	1204	177	chr3L:20990536-20990699	chr3L:19540669-19540832	chrXR_group6:1148576-1148752	scaffold_13049:1935090-1935260	164	164	177	171	100	100	100	100	28.08	52.54	24.34	69.5	-0.291	-0.126	-0.172	0.287	0.3529	0.3194	0.1513	0.1414
5440	1204	161	chr3L:20991122-20991282	chr3L:19540086-19540246	chrXR_group6:1148000-1148160	scaffold_13049:1935670-1935830	161	161	161	161	100	100	100	100	19.03	28.02	19.89	69.5	-0.68	-0.754	-0.374	0.287	0.0861	0.0061	0.0732	0.14
5506	1230	272	chr3L:21514774-21515029	chr3L:19015251-19015507	chrXR_group6:13041799-13042052	scaffold_13049:13669040-13669280	256	257	254	241	100	100	100	100	22.51	28.02	19.53	76.94	-0.512	-0.754	-0.392	0.389	0.0121	0.0121	0.0154	0.0019
5560	1252	398	chr3L:22075615-22075788	chr3L:22419299-22419469	chrXR_group8:6149743-6150073	scaffold_13049:14623610-14623850	174	171	331	241	100	100	93.939	100	20.76	56.04	15.03	71.98	-0.593	-0.0610000000000001	-0.654	0.322	0.0078	0.0013	0.0048	0.0039
5577	1252	192	chr3L:22251723-22251904	chr3L:22647742-22647923	chrXR_group8:6338968-6339149	scaffold_13049:14826000-14826190	182	182	182	191	100	100	100	100	38.99	56.04	23.36	74.46	0.037	-0.0610000000000001	-0.213	0.356	0.0934	0.0932	0.0819	0.1066
5578	1252	190	chr3L:22252263-22252428	chr3L:22648282-22648447	chrXR_group8:6339499-6339673	scaffold_13049:14826540-14826720	166	166	175	181	100	100	100	100	35.47	45.54	16.02	67.02	-0.058	-0.269	-0.59	0.251	0.2623	0.3531	0.3831	0.0167
5580	1252	221	chr3L:22257297-22257517	chr3L:22653970-22654190	chrXR_group8:6344089-6344309	scaffold_13049:14831170-14831390	221	221	221	221	100	100	100	100	39.91	31.52	23.61	71.98	0.06	-0.636	-0.202	0.322	0.3612	0.3722	0.2122	0.3616
5583	1253	348	chr3L:22264639-22264922	chr3L:22660739-22661022	chrXR_group8:4075485-4075761	scaffold_13049:17546560-17546890	284	284	277	331	100	100	100	100	22.38	31.52	38.36	69.5	-0.518	-0.636	0.283	0.287	0.022	0.0357	0.0208	0.0316
5585	1253	730	chr3L:22272180-22272890	chr3L:22667335-22668042	chrXR_group8:4083785-4084493	scaffold_13049:17537604-17538298	711	708	709	695	100	100	100	100	110.32	77.06	26.54	27.3	1.077	0.257	-0.085	-0.647	1.3118	1.4099	0.4576	1.0471
5592	1255	241	chr3L:22292531-22292771	chr3L:22689154-22689394	chr4_group1:5230891-5231131	scaffold_13049:17508360-17508600	241	241	241	241	100	100	100	100	30.62	17.51	21.05	69.5	-0.204	-1.224	-0.317	0.287	0.028	0.0059	0.2823	0.1723
5627	1260	234	chr3L:22560085-22560183	chr3L:23007296-23007394	chrXR_group8:231149-231249	scaffold_13049:17192140-17192360	99	99	101	221	100	100	100	100	40.09	49.04	13.36	69.5	0.065	-0.195	-0.772	0.287	4e-04	7e-04	0.0024	0.0319
5721	1291	1195	chr2L:28060-29080	chr2L:22549-23586	chr4_group2:117758-118831	scaffold_13246:180182-181271	1021	1038	1074	1090	100	100	100	100	70.1	63.05	28.16	34.75	0.624	0.0569999999999999	-0.026	-0.406	2.0432	1.1052	1.2251	1.9671
5722	1291	537	chr2L:35622-36015	chr2L:29100-29490	chr4_group2:109862-110303	scaffold_13246:173034-173406	394	391	442	373	100	100	100	100	37.32	84.07	24.19	17.37	-0.00699999999999999	0.344	-0.178	-1.099	0.0778	0.3714	0.0397	0.4678
5731	1293	280	chr2L:104760-105026	chr2L:94127-94392	chr4_group2:20867-21138	scaffold_13246:231270-231470	267	266	272	201	100	100	100	100	20.4	35.03	23.36	67.02	-0.611	-0.531	-0.213	0.251	0.8627	0.8511	0.589	0.0265
5738	1297	2623	chr2L:161450-162250	chr2L:150880-151680	chr4_group1:4496227-4498130	scaffold_12963:8974822-8976363	801	801	1904	1542	100	100	100	95.455	57.52	87.57	35.17	22.34	0.426	0.385	0.196	-0.848	0.5723	0.5687	1.5648	0.777
5739	1297	1234	chr2L:182159-182470	chr2L:173391-173690	chr4_group1:4437510-4437930	scaffold_12963:8924935-8925629	312	300	421	695	100	100	100	100	8.87	7.01	64.8	9.93	-1.443	-2.14	0.807	-1.659	0.6344	0.0077	0.6065	0.1148
5742	1297	232	chr2L:213888-214086	chr2L:206322-206520	chr4_group1:4397639-4397858	scaffold_12963:8889770-8889980	199	199	220	211	100	100	100	100	33.6	24.52	19.69	76.94	-0.112	-0.888	-0.384	0.389	0.1488	0.1123	0.0138	0.3366
5744	1297	596	chr2L:220446-220804	chr2L:213190-213580	chr4_group1:4388942-4389416	scaffold_12963:8881624-8882002	359	391	475	379	100	100	100	100	37.56	94.57	36.79	24.82	0	0.462	0.241	-0.742	0.1484	0.6223	0.1593	0.1031
5745	1297	367	chr2L:221221-221468	chr2L:213950-214210	chr4_group1:4388561-4388787	scaffold_12963:8881141-8881427	248	261	227	287	100	100	100	100	22.27	80.56	29.45	19.86	-0.523	0.302	0.019	-0.966	0.1936	0.3641	0.0198	0.014
5746	1297	3197	chr2L:221760-223560	chr2L:214499-216407	chr4_group1:4386018-4388247	scaffold_12963:8878456-8880748	1801	1909	2230	2293	100	100	100	100	68.97	115.59	81.99	44.68	0.607	0.663	1.042	-0.155	2.2246	3.1008	2.5247	2.2661
5750	1297	951	chr2L:246640-247182	chr2L:239790-240330	chr4_group1:4355625-4356292	scaffold_12963:8852396-8853116	543	541	668	721	100	100	100	100	37.13	304.74	38.26	47.16	-0.012	1.632	0.28	-0.101	0.01	0.1505	0.2639	0.0062
5754	1297	615	chr2L:255504-255893	chr2L:248840-249230	chr4_group1:4337973-4338512	scaffold_12963:8840442-8840823	390	391	540	382	100	100	100	100	28.4	91.07	42.44	7.45	-0.28	0.425	0.384	-1.946	0.1032	0.013	0.0225	0.0053
5762	1297	850	chr2L:278344-279160	chr2L:272514-273252	chr4_group1:4305239-4305850	scaffold_12963:8802351-8802900	817	739	612	550	100	100	91.935	100	74.8	66.55	50.76	34.75	0.689	0.111	0.563	-0.406	1.2773	1.1118	0.843	0.3546
5780	1301	340	chr2L:381541-381797	chr2L:364706-364950	chr4_group3:1257405-1257583	scaffold_12963:18771660-18771890	257	245	179	231	100	100	100	100	16.42	49.04	8.43	71.98	-0.828	-0.195	-1.233	0.322	0.0033	0.0027	0.0054	0.0164
5792	1303	289	chr2L:444308-444572	chr2L:429443-429707	chr4_group3:1185426-1185702	scaffold_12963:18855200-18855470	265	265	277	271	100	100	100	100	40.6	31.52	25.35	67.02	0.078	-0.636	-0.131	0.251	0.3553	0.3556	0.005	0.0142
5794	1303	1480	chr2L:450720-451378	chr2L:435850-436530	chr4_group3:1178598-1179286	scaffold_12963:18862948-18863849	659	681	689	902	100	100	100	100	34.47	87.57	34.77	22.34	-0.086	0.385	0.185	-0.848	2.1221	2.3476	1.373	2.5247
5806	1303	410	chr2L:514103-514412	chr2L:500510-500820	chr4_group3:1089641-1089900	scaffold_12963:18948835-18949118	310	311	260	284	100	100	100	100	41.97	87.57	22.98	29.78	0.111	0.385	-0.23	-0.56	0.5267	0.5269	0.0596	0.6338
5807	1303	2342	chr2L:518153-518870	chr2L:504742-505490	chr4_group3:1083559-1084490	scaffold_12963:18953418-18955282	718	749	932	1865	100	100	100	100	48.59	77.06	80.72	37.23	0.257	0.257	1.027	-0.337	0.2393	0.0903	2.0989	1.5912
5808	1303	1666	chr2L:523260-524030	chr2L:509976-510794	chr4_group3:1075720-1076830	scaffold_12963:18961102-18962154	771	819	1111	1053	100	100	100	98.095	76.67	91.07	32.62	39.71	0.713	0.425	0.121	-0.272	2.1895	3.0453	1.4731	0.4121
5815	1303	736	chr2L:561681-562095	chr2L:549719-550266	chr4_group3:1028584-1029191	scaffold_12963:19012060-19012330	415	548	608	271	85.366	100	100	100	30.75	45.54	34.92	76.94	-0.2	-0.269	0.189	0.389	0.1009	0.038	0.0347	0.0901
5817	1303	281	chr2L:564386-564666	chr2L:552679-552959	chr4_group3:1025530-1025810	scaffold_12963:19016450-19016730	281	281	281	281	100	100	100	100	33.79	10.51	16.65	74.46	-0.106	-1.735	-0.552	0.356	0.7947	0.3929	0.0064	0.0095
5823	1303	1268	chr2L:589880-590430	chr2L:578475-579049	chr4_group3:998231-999311	scaffold_12963:19047516-19048041	551	575	1081	526	100	100	100	100	73.01	94.57	46.96	42.19	0.664	0.462	0.485	-0.212	1.39	1.3968	1.0162	1.0381
5835	1305	262	chr2L:675230-675410	chr2L:666368-666546	chr4_group3:9049950-9050060	scaffold_12963:19164900-19165080	181	179	111	181	100	100	100	100	28.7	28.02	17.43	67.02	-0.269	-0.754	-0.506	0.251	0.0059	0.0029	6e-04	0.0061
5847	1307	2524	chr2L:749901-750660	chr2L:733070-733865	chr4_group3:8977670-8978289	scaffold_12963:19258854-19261197	760	796	620	2344	100	100	100	98.291	47.05	87.57	15.87	44.68	0.225	0.385	-0.6	-0.155	0.017	0.0264	0.2566	1.1643
5858	1309	211	chr2L:853603-853813	chr2L:837569-837779	chr4_group3:5645666-5645876	scaffold_12963:19401370-19401580	211	211	211	211	100	100	100	100	35.27	21.02	22.47	74.46	-0.063	-1.042	-0.252	0.356	0.112	0.36	0.3836	0.2834
5860	1309	263	chr2L:865821-865959	chr2L:850125-850281	chr4_group3:5656459-5656609	scaffold_12963:19413550-19413770	139	157	151	221	100	100	100	100	31.12	45.54	24.49	94.32	-0.188	-0.269	-0.166	0.593	0.0055	0.0056	0.5877	0.008
5861	1309	1666	chr2L:867500-868450	chr2L:851935-852874	chr4_group3:5657954-5658912	scaffold_12963:19414997-19416341	951	940	959	1345	100	100	100	100	114.31	168.13	25.81	29.78	1.113	1.038	-0.113	-0.56	2.3479	1.5016	0.6129	0.8581
5862	1310	224	chr2L:875778-875992	chr2L:860305-860519	chr4_group2:462255-462475	scaffold_12963:19423430-19423620	215	215	221	191	100	100	100	100	27.78	24.52	25.61	71.98	-0.302	-0.888	-0.121	0.322	0.0047	0.0674	0.001	0.0673
5863	1310	240	chr2L:880669-880899	chr2L:865193-865423	chr4_group2:457290-457520	scaffold_12963:19431808-19432035	231	231	231	228	100	100	100	100	32.98	56.04	57.31	9.93	-0.13	-0.0610000000000001	0.684	-1.659	1.7718	0.0456	0.0071	0.4297
5883	1312	716	chr2L:988773-989180	chr2L:972692-973169	chr4_group2:351240-351618	scaffold_12963:19574820-19575146	408	478	379	327	100	100	100	100	33.1	45.54	34.69	69.5	-0.127	-0.269	0.182	0.287	0.003	0.4672	0.0214	0.0033
5884	1312	609	chr2L:989590-990082	chr2L:973580-974100	chr4_group2:350413-350814	scaffold_12963:19575969-19576361	493	521	402	393	100	100	100	100	50.58	80.56	25.46	17.37	0.297	0.302	-0.127	-1.099	0.7798	1.0062	0.7719	0.0663
5891	1313	333	chr2L:1066190-1066406	chr2L:1042415-1042644	chr4_group3:9499490-9499780	scaffold_13246:2636869-2637056	217	230	291	188	100	100	100	100	43.64	17.51	60.55	14.89	0.15	-1.224	0.739	-1.253	0.0188	6e-04	9e-04	0.0047
5892	1313	2517	chr2L:1067710-1069045	chr2L:1043981-1045380	chr4_group3:9501580-9503143	scaffold_13246:2638903-2640523	1336	1400	1564	1621	100	100	100	98.765	87.39	91.07	60.83	47.16	0.844	0.425	0.744	-0.101	1.3727	1.427	1.629	1.4639
5901	1314	1060	chr2L:1119480-1120300	chr2L:1097014-1097840	chr4_group3:9567155-9567678	scaffold_12963:20172624-20172989	821	827	524	366	100	100	100	100	80.63	63.05	33.71	57.09	0.764	0.0569999999999999	0.154	0.091	0.5382	1.2922	0.0575	0.0175
5917	1323	854	chr2L:1260501-1261032	chr2L:1235640-1236160	chr4_group3:9728669-9729238	scaffold_12963:7184657-7185230	532	521	570	574	100	100	100	100	26.78	84.07	29.05	24.82	-0.338	0.344	0.005	-0.742	1.4498	1.1943	1.1905	1.2124
5920	1323	953	chr2L:1282070-1282586	chr2L:1257990-1258510	chr4_group3:9758469-9759250	scaffold_12963:7208493-7208972	517	521	782	480	100	100	83.544	100	40.91	87.57	30.31	32.27	0.085	0.385	0.048	-0.48	0.0223	0.03	0.0545	0.0099
5935	1325	4615	chr2L:1410690-1412250	chr2L:1385239-1386871	chr4_group3:9929842-9932058	scaffold_12963:7382329-7385676	1561	1633	2217	3348	100	100	100	100	97.54	150.62	41.98	49.64	0.954	0.928	0.373	-0.049	1.1973	2.2184	3.1675	5.0113
5936	1325	293	chr2L:1413364-1413520	chr2L:1388012-1388165	chr4_group3:9933558-9933776	scaffold_12963:7387070-7387300	157	154	219	231	100	100	100	100	13.7	14.01	21.99	74.46	-1.009	-1.447	-0.274	0.356	0.0021	0.0849	3e-04	0.0151
5938	1325	2929	chr2L:1419670-1420780	chr2L:1394425-1395530	chr4_group3:9941897-9944201	scaffold_12963:7396645-7397949	1111	1106	2305	1305	100	100	100	100	100.08	80.56	43.75	67.02	0.98	0.302	0.414	0.251	1.1705	1.2205	5.8076	1.2542
5939	1325	1624	chr2L:1421493-1422460	chr2L:1396360-1397356	chr4_group3:9944907-9945888	scaffold_12963:7398862-7399870	968	997	982	1009	100	100	100	100	70.35	112.09	34.92	129.07	0.627	0.632	0.189	0.906	1.1309	1.1563	1.0773	1.2731
5943	1325	1351	chr2L:1430838-1431498	chr2L:1405954-1406551	chr4_group3:9958288-9959328	scaffold_12963:7415420-7415650	661	598	1041	231	100	100	100	100	33.66	35.03	31.93	69.5	-0.11	-0.531	0.1	0.287	0.294	0.2008	1.5931	0.006
5947	1325	1775	chr2L:1485847-1486686	chr2L:1462630-1463230	chr4_group3:10040274-10041117	scaffold_12963:7492657-7493794	840	601	844	1138	100	100	100	100	60.74	105.08	27.28	44.68	0.48	0.568	-0.058	-0.155	1.3419	1.4534	0.4168	1.2156
5951	1325	735	chr2L:1508884-1509402	chr2L:1485610-1486130	chr4_group3:10077586-10078125	scaffold_12963:7527049-7527407	519	521	540	359	100	100	100	100	39.85	87.57	55.59	19.86	0.059	0.385	0.654	-0.966	0.8019	0.6304	0.1212	0.3016
5953	1325	1984	chr2L:1510800-1512081	chr2L:1487499-1488833	chr4_group3:10079564-10080970	scaffold_12963:7529493-7530396	1282	1335	1407	904	100	100	100	100	84.47	42.03	117.46	57.09	0.81	-0.349	1.402	0.091	4.3369	4.4124	4.6534	2.8242
5957	1325	1418	chr2L:1517600-1518623	chr2L:1494360-1495416	chr4_group3:10089744-10090690	scaffold_12963:7544605-7545538	1024	1057	947	934	100	100	100	100	112.24	192.65	88.77	39.71	1.094	1.174	1.122	-0.272	0.8111	1.0811	0.8722	1.2899
5993	1334	2502	chr2L:1886400-1887011	chr2L:1869471-1870100	chr4_group3:8625152-8626001	scaffold_12963:12739915-12741566	612	630	850	1652	100	100	100	100	56.15	112.09	23.51	39.71	0.402	0.632	-0.207	-0.272	0.2415	0.2244	0.0301	0.5333
5997	1334	310	chr2L:1940250-1940540	chr2L:1920615-1920911	chr4_group3:8699110-8699397	scaffold_12963:12685580-12685860	291	297	288	281	100	100	100	100	38.06	59.55	32.29	67.02	0.013	0	0.111	0.251	0.376	0.4513	0.617	0.0454
6030	1342	1728	chr2L:2155206-2156515	chr2L:2126860-2128184	chr4_group3:4282100-4282970	scaffold_12963:8495580-8496657	1310	1325	871	1078	100	100	100	100	106.82	178.64	113.44	69.5	1.045	1.098	1.367	0.287	3.8576	3.1255	2.7196	2.2509
6031	1342	1849	chr2L:2164510-2165570	chr2L:2136237-2137332	chr4_group3:4273804-4274766	scaffold_12963:8486237-8487411	1061	1096	963	1175	100	100	100	100	124.21	143.61	77.1	44.68	1.196	0.88	0.981	-0.155	1.0248	1.2448	0.7916	0.7703
6033	1342	1456	chr2L:2196430-2196970	chr2L:2171902-2172443	chr4_group3:4234683-4235495	scaffold_12963:8451338-8452424	541	542	813	1087	100	100	100	100	60.32	31.52	37.43	37.23	0.473	-0.636	0.258	-0.337	0.0983	0.1583	0.0556	0.1645
6035	1343	161	chr2L:2219507-2219667	chr2L:2192228-2192388	chr4_group3:4217567-4217727	scaffold_12963:13647850-13648010	161	161	161	161	100	100	100	100	26.84	45.54	32.29	69.5	-0.337	-0.269	0.111	0.287	0.3635	0.4125	0.1073	0.002
6049	1346	357	chr2L:2316460-2316626	chr2L:2295277-2295471	chr4_group3:4099504-4099744	scaffold_12963:13764050-13764250	167	195	241	201	100	100	100	100	33.1	31.52	15.08	74.46	-0.127	-0.636	-0.651	0.356	0.0325	0.0072	0.0127	0.0324
6060	1346	690	chr2L:2370250-2370920	chr2L:2352907-2353584	chr4_group3:4021758-4022431	scaffold_12963:13837630-13838287	671	678	674	658	100	100	100	100	100.84	73.56	29.05	34.75	0.987	0.211	0.005	-0.406	2.2519	1.8542	0.7226	0.8155
6063	1349	790	chr2L:2388388-2388744	chr2L:2373070-2373430	chr4_group4:1645430-1645874	scaffold_12963:9718078-9718730	357	361	445	653	100	100	100	100	31.31	91.07	26.75	39.71	-0.182	0.425	-0.078	-0.272	0.0356	0.0364	0.0669	0.1205
6069	1349	446	chr2L:2417783-2418150	chr2L:2404516-2404880	chr4_group4:1679024-1679394	scaffold_12963:9760510-9760888	368	365	371	379	100	100	100	100	44.33	63.05	25.61	67.02	0.165	0.0569999999999999	-0.121	0.251	0.4361	0.4464	0.0578	0.0462
6070	1349	276	chr2L:2421620-2421880	chr2L:2410095-2410355	chr4_group4:1684470-1684730	scaffold_12963:9765110-9765370	261	261	261	261	100	100	100	100	28.02	52.54	30.85	67.02	-0.293	-0.126	0.065	0.251	0.0254	0.1244	0.0681	0.942
6073	1349	389	chr2L:2440952-2441194	chr2L:2430711-2430769	chr4_group4:1705834-1705973	scaffold_12963:9792370-9792610	243	59	140	241	100	100	100	100	27.39	28.02	43.65	89.35	-0.316	-0.754	0.412	0.539	0.3905	0.0017	0.0121	0.0019
6074	1349	373	chr2L:2448056-2448214	chr2L:2437188-2437364	chr4_group4:1713058-1713271	scaffold_12963:9802540-9802790	159	177	214	251	100	100	100	100	28.08	35.03	30.9	79.43	-0.291	-0.531	0.067	0.421	0.0209	0.0223	0.1972	0.1293
6077	1349	399	chr2L:2451881-2452038	chr2L:2441241-2441398	chr4_group4:1717704-1718056	scaffold_12963:9808880-9809100	158	158	353	221	100	100	100	100	22.32	21.02	19.05	76.94	-0.521	-1.042	-0.417	0.389	0.0023	0.0024	0.0137	0.0033
6078	1349	1624	chr2L:2454390-2455450	chr2L:2444587-2445709	chr4_group4:1720383-1721470	scaffold_12963:9812634-9813734	1061	1123	1088	1101	100	100	100	100	70.22	56.04	32.67	109.21	0.625	-0.0610000000000001	0.122	0.739	1.8739	1.5874	1.2707	0.6352
6079	1349	2789	chr2L:2456250-2457670	chr2L:2446551-2448058	chr4_group4:1721974-1723833	scaffold_12963:9815056-9816687	1421	1508	1860	1632	100	100	100	100	143.47	185.65	70.73	49.64	1.34	1.137	0.895	-0.049	2.1171	2.0884	5.1204	1.944
6080	1349	381	chr2L:2462429-2462664	chr2L:2452940-2453177	chr4_group4:1732220-1732440	scaffold_12963:9822613-9822913	236	238	221	301	100	100	100	96.667	27.96	31.52	73.58	42.19	-0.296	-0.636	0.934	-0.212	0.82	0.0331	0.9186	0.0053
6082	1349	1684	chr2L:2492710-2493180	chr2L:2484396-2484946	chr4_group4:1768424-1769384	scaffold_12963:9871042-9871643	471	551	961	602	100	100	100	100	60.94	56.04	30.57	44.68	0.484	-0.0610000000000001	0.056	-0.155	0.8242	0.489	0.218	0.0184
6092	1351	1614	chr2L:2576080-2576960	chr2L:2563087-2564099	chr4_group4:1877768-1878896	scaffold_12963:11127756-11128939	881	1013	1129	1184	100	100	100	100	83.53	101.58	37.91	29.78	0.799	0.534	0.271	-0.56	0.5794	0.8577	0.5104	0.1309
6093	1351	2972	chr2L:2577091-2578700	chr2L:2564440-2566124	chr4_group4:1878937-1880378	scaffold_12963:11129018-11131320	1610	1685	1442	2303	100	100	100	100	266.7	413.33	139.71	47.16	1.96	1.937	1.575	-0.101	1.984	1.8162	1.2861	1.6586
6097	1351	1179	chr2L:2601700-2602350	chr2L:2590151-2590780	chr4_group4:1908821-1909333	scaffold_12963:11178527-11179306	651	630	513	780	100	100	100	100	52.44	84.07	33.73	17.37	0.333	0.344	0.154	-1.099	0.6075	0.2519	0.0294	1.8886
6120	1354	406	chr2L:2797110-2797408	chr2L:2789140-2789480	chr4_group4:2136569-2136882	scaffold_12963:12378724-12378940	299	341	314	217	100	100	100	100	28.64	87.57	23.36	27.3	-0.271	0.385	-0.213	-0.647	0.7234	0.4744	0.6339	0.0223
6130	1359	683	chr2L:2875040-2875560	chr2L:2869802-2870316	chr4_group4:4325258-4325761	scaffold_12723:4247754-4248271	521	515	504	518	100	100	100	100	72.03	38.53	31.15	19.86	0.651	-0.436	0.075	-0.966	0.8803	1.0479	0.3376	0.2569
